agent_code ,doc_nbr,cus_id,company_order,package_id,car_id,post_date,id
97,DF-70-59/004774,1519,P ประกันภัย,4,2009,25/8/2015,
35,NVMI0000166763,727,P ประกันภัย,4,4621,30/6/2017,
2,NVMI0000188575,1488,P ประกันภัย,4,2009,12/8/2015,
35,R01VMI0000166763,725,P ประกันภัย,4,4507,4/8/2016,
697,22575862,1372,P ประกันภัย,5,2006,17/3/2017,
697,22575877,1372,P ประกันภัย,5,2020,25/3/2015,
658,28308417,3745,P ประกันภัย,5,4867,5/1/2017,
64,77328146,2317,P ประกันภัย,5,676,3/2/2016,
35,82355598,1691,P ประกันภัย,5,2394,3/10/2015,
35,84565355,1691,P ประกันภัย,5,2583,1/10/2017,
35,86266662,1691,P ประกันภัย,5,2643,17/6/2015,
713,00002D-C2-15-029185,682,P ประกันภัย,5,2089,4/2/2015,
1,00002D-C2-15-060936,466,P ประกันภัย,5,1720,7/5/2017,
571,00002D-C2-16-007045,121,P ประกันภัย,5,4531,16/10/2017,
1,00002D-C2-16-008993,2176,P ประกันภัย,5,5036,1/6/2017,
697,00002D-C2-16-015550,1372,P ประกันภัย,5,2031,7/6/2016,
697,00002D-C2-16-042369,1204,P ประกันภัย,5,676,24/8/2017,
56,00002D-C2-18-052232,4013,P ประกันภัย,5,2735,8/7/2015,
1,00002D-MN-15-000351,466,P ประกันภัย,5,1726,15/8/2016,
709,007-A10017-000232,3402,P ประกันภัย,5,430,4/2/2016,
709,007-AC0017-000163,3402,P ประกันภัย,5,651,31/1/2018,
709,007-AC0018-000239,2739,P ประกันภัย,5,5023,16/2/2016,
1,11002-028-150004614,3349,P ประกันภัย,5,1618,12/2/2016,
79,11002-028-160000931(1),862,P ประกันภัย,5,1899,31/8/2015,
1,11002-028-170004546,3349,P ประกันภัย,5,1661,5/11/2015,
82,22756992-15NBK,3671,P ประกันภัย,5,2131,11/1/2017,
35,22760507-16NBK,1691,P ประกันภัย,5,2679,12/1/2015,
658,28339022-16NBK,3745,P ประกันภัย,5,4869,14/1/2015,
1,310000324-15N10</POLICY_NBR,121,P ประกันภัย,5,2781,14/1/2016,
7,38621SB0/5904/00004,3441,P ประกันภัย,5,1777,1/9/2017,
1,M1917777-17RBK,3066,P ประกันภัย,5,842,12/8/2015,
35,NVMI0000190491,1691,P ประกันภัย,5,2715,2/6/2017,
35,R01VMI0000190491,1691,P ประกันภัย,5,2725,10/2/2017,
82,R0VMI0000169806,3671,P ประกันภัย,5,2311,14/10/2016,
701,23871506,2142,P ประกันภัย,6,1425,5/3/2016,
178,81554343,933,P ประกันภัย,6,2465,18/4/2018,
701,82355606,2142,P ประกันภัย,6,1548,30/4/2018,
1,82990796,3799,P ประกันภัย,6,1771,19/6/2018,
701,82990837,842,P ประกันภัย,6,2621,4/8/2016,
1,84565367,3799,P ประกันภัย,6,1884,13/10/2016,
699,00002D-2G-17-000202,2213,P ประกันภัย,6,4931,22/6/2016,
25,00002D-C2-15-008283,2681,P ประกันภัย,6,712,6/5/2017,
81,00002D-C2-15-148877,867,P ประกันภัย,6,2045,14/1/2015,
1,00002D-C2-15-169457,4013,P ประกันภัย,6,2423,18/5/2016,
709,00002D-C2-15-201652,1316,P ประกันภัย,6,4877,16/10/2017,
709,00002D-C2-16-016275,1510,P ประกันภัย,6,2621,30/5/2016,
697,00002D-C2-16-032968,481,P ประกันภัย,6,4877,7/7/2015,
699,00002D-C2-17-032565,2213,P ประกันภัย,6,5346,8/7/2015,
77,00002D-C2-17-078125,909,P ประกันภัย,6,1336,16/2/2015,
745,00002D-C2-18-054950,1343,P ประกันภัย,6,822,26/10/2015,
178,22708000-15NBK,933,P ประกันภัย,6,2581,29/12/2015,
1,NVMI0000235418,3799,P ประกันภัย,6,2001,1/8/2015,
44,17-36410809,347,P ประกันภัย,7,1819,26/6/2017,
697,22575874,133,P ประกันภัย,9,1798,16/3/2015,
697,82990769,133,P ประกันภัย,9,2051,16/6/2017,
617,28308415,3320,P ประกันภัย,11,1321,11/2/2016,
698,81554355,101,P ประกันภัย,11,2422,16/3/2017,
709,82990775,479,P ประกันภัย,11,4535,21/7/2015,
305,82990781,3123,P ประกันภัย,11,2037,26/6/2018,
698,83625521,101,P ประกันภัย,11,2450,21/8/2016,
709,84565365,479,P ประกันภัย,11,4650,23/8/2016,
13,84565366,2169,P ประกันภัย,11,1169,13/10/2016,
75,84565385,1841,P ประกันภัย,11,362,19/9/2016,
702,00002D-2N-16-001005,3841,P ประกันภัย,11,920,2/7/2017,
24,00002D-3N-16-000326,3931,P ประกันภัย,11,2255,9/1/2016,
617,00002D-3N-17-000400,3320,P ประกันภัย,11,1304,15/7/2016,
86,00002D-C2-15-137953,313,P ประกันภัย,11,1052,19/10/2015,
709,00002D-C2-15-239020,1065,P ประกันภัย,11,704,20/6/2018,
702,00002D-C2-16-016510,3841,P ประกันภัย,11,1010,6/5/2017,
701,00002D-C2-16-023977,3704,P ประกันภัย,11,1397,2/11/2017,
400,00002D-C2-16-027232,1440,P ประกันภัย,11,1691,18/2/2015,
617,00002D-C2-17-020040,3320,P ประกันภัย,11,1325,12/2/2015,
701,00002D-C2-17-041172,3704,P ประกันภัย,11,1613,11/6/2015,
746,007-A-10017-000636,825,P ประกันภัย,11,1755,5/8/2015,
35,10011MC0/2902/00006-8,3594,P ประกันภัย,11,4828,4/7/2016,
35,10011MC0/6006/00003-3,3594,P ประกันภัย,11,5052,14/5/2015,
35,10011V10/5902/00002-6,3594,P ประกันภัย,11,5155,11/10/2015,
221,11001-889-168106523,210,P ประกันภัย,11,51,2/8/2017,
221,11001-899-170504675,210,P ประกันภัย,11,51,21/10/2015,
221,11002-028-160003134,210,P ประกันภัย,11,67,25/8/2016,
221,11002-028-170003603(1),210,P ประกันภัย,11,177,25/10/2016,
1,18-80344480,3123,P ประกันภัย,11,1801,4/12/2016,
180,22710326-15NBK,884,P ประกันภัย,11,2281,31/3/2016,
698,22712610-15NBK,101,P ประกันภัย,11,2603,4/7/2015,
1,22778821-16NBK,1371,P ประกันภัย,11,2281,10/7/2016,
709,22778833-16NBK,479,P ประกันภัย,11,4650,21/5/2015,
305,22783880-16NBK,3123,P ประกันภัย,11,2039,21/4/2015,
1,22795157-16NBK,714,P ประกันภัย,11,3050,24/2/2015,
746,77397162-170523,825,P ประกันภัย,11,1778,8/8/2015,
1,NCMI900650653,1841,P ประกันภัย,11,360,19/4/2017,
709,NVMI0000207889,479,P ประกันภัย,11,4675,22/12/2015,
13,NVMI0000216229,2169,P ประกันภัย,11,1282,15/8/2017,
46,NVMI0000233719,1371,P ประกันภัย,11,2314,24/10/2015,
1,R01VMI0000243704,1841,P ประกันภัย,11,362,12/4/2015,
1,82990803,585,P ประกันภัย,12,1834,6/4/2016,
36,82990823,2074,P ประกันภัย,12,730,6/6/2017,
10,84565382,585,P ประกันภัย,12,2304,24/9/2015,
44,00002D-3G-17-000249,2694,P ประกันภัย,12,5174,29/12/2015,
697,00002D-C2-16-034305,2687,P ประกันภัย,12,4821,29/9/2015,
701,00002D-C2-16-054545,4334,P ประกันภัย,12,1789,7/2/2015,
745,00002D-C2-18-044829,3539,P ประกันภัย,12,426,4/3/2018,
1,00002D-V3-15-004823,2934,P ประกันภัย,12,2552,4/1/2015,
149,00002D-V3-17-005648,2934,P ประกันภัย,12,2734,28/5/2015,
697,007-A10015-002866,2687,P ประกันภัย,12,5055,27/1/2017,
35,10011V10/6002/00002-7,3594,P ประกันภัย,12,315,3/2/2016,
149,18-36411430,2934,P ประกันภัย,12,2805,3/1/2017,
1,18-80340337,3970,P ประกันภัย,12,429,6/6/2017,
1,22788862-16NBK,585,P ประกันภัย,12,2032,2/4/2016,
36,22792122-16NBK,2074,P ประกันภัย,12,1426,9/9/2016,
149,77468939-180419,2934,P ประกันภัย,12,3467,3/9/2015,
1,NVMI0000233592,585,P ประกันภัย,12,2133,14/1/2015,
1,R0VMI0000233592,585,P ประกันภัย,12,2155,31/10/2016,
138,00002D-3N-15-001086,2979,P ประกันภัย,13,2702,26/10/2015,
707,00002D-C2-15-048105,4283,P ประกันภัย,13,1221,26/1/2018,
138,00002D-C2-15-170653,2979,P ประกันภัย,13,2774,11/8/2017,
2,00002D-C2-15-185808,2809,P ประกันภัย,13,4179,18/4/2016,
617,00002D-C2-15-237058,3122,P ประกันภัย,13,2481,2/2/2016,
697,00002D-C2-15-241546,1896,P ประกันภัย,13,1905,21/7/2018,
2,00002D-C2-16-058847,2809,P ประกันภัย,13,4193,4/11/2018,
73,00002D-C2-18-064793,2309,P ประกันภัย,13,2218,12/9/2016,
149,00002D-KP-16-004336,314,P ประกันภัย,13,1806,25/2/2015,
2,00002D-V3-15-005240,3528,P ประกันภัย,13,5030,25/12/2015,
2,00002D-V3-16-005769,3528,P ประกันภัย,13,5178,21/3/2016,
148,00002D-V3-16-005925,2972,P ประกันภัย,13,4484,13/1/2016,
44,00002D-V3-16-009671,3730,P ประกันภัย,13,2083,17/1/2016,
2,11001-887-158310690,568,P ประกันภัย,13,155,11/7/2016,
2,11002-028-150004986(1),568,P ประกันภัย,13,160,21/12/2015,
2,16-35834572,568,P ประกันภัย,13,174,16/5/2016,
2,77323710-160411,568,P ประกันภัย,13,1036,3/6/2017,
2,00002D-2G-17-003794,2211,P ประกันภัย,14,2439,16/3/2018,
2,00002D-C2-15-238754,1898,P ประกันภัย,14,1665,3/3/2017,
697,00002D-C2-16-025712,307,P ประกันภัย,14,1549,18/5/2017,
2,82355537,2211,P ประกันภัย,15,3200,9/3/2016,
2,00002D-2N-16-005973,2211,P ประกันภัย,15,2474,7/6/2015,
697,28308450,1931,P ประกันภัย,16,4601,14/11/2015,
697,28339049,4137,P ประกันภัย,16,4605,12/9/2015,
622,60000777,1808,P ประกันภัย,16,4851,29/10/2016,
1,77360115,3803,P ประกันภัย,16,3485,12/8/2017,
709,77422345,991,P ประกันภัย,16,2260,7/2/2016,
73,77468952,3373,P ประกันภัย,16,4848,4/3/2017,
1,77480236,878,P ประกันภัย,16,5108,4/10/2015,
1,80319241,3803,P ประกันภัย,16,4146,20/1/2016,
32,80322042,1828,P ประกันภัย,16,769,16/3/2016,
31,82355538,4032,P ประกันภัย,16,2747,15/10/2016,
697,82355544,234,P ประกันภัย,16,2559,11/7/2016,
1,82355558,2402,P ประกันภัย,16,504,18/4/2016,
697,82355562,3341,P ประกันภัย,16,2798,12/8/2015,
2,82355587,1534,P ประกันภัย,16,893,2/2/2016,
120,82990753,989,P ประกันภัย,16,2811,5/8/2015,
697,82990773,1931,P ประกันภัย,16,4602,26/5/2016,
236,83244151,4445,P ประกันภัย,16,1543,21/11/2015,
709,83244169,1505,P ประกันภัย,16,2216,20/12/2016,
149,83625482,3585,P ประกันภัย,16,1832,18/2/2016,
35,83625490,3551,P ประกันภัย,16,4851,14/3/2016,
709,83625497,141,P ประกันภัย,16,5072,3/10/2016,
702,83625502,2114,P ประกันภัย,16,2671,31/3/2018,
2,83625513,251,P ประกันภัย,16,5014,7/12/2016,
1,83625534,3983,P ประกันภัย,16,107,26/7/2016,
1,83625536,3983,P ประกันภัย,16,107,4/2/2018,
35,83625541,3818,P ประกันภัย,16,3094,21/1/2016,
3,84565308,2436,P ประกันภัย,16,637,12/9/2015,
3,84565309,2436,P ประกันภัย,16,185,29/9/2016,
31,84565312,4032,P ประกันภัย,16,2777,20/1/2017,
46,84565317,2402,P ประกันภัย,16,514,23/11/2016,
697,84565318,234,P ประกันภัย,16,2560,13/2/2017,
697,84565331,3341,P ประกันภัย,16,2799,10/4/2016,
2,84565354,1534,P ประกันภัย,16,893,20/4/2016,
709,85145780,1505,P ประกันภัย,16,2219,30/9/2016,
35,85145786,3551,P ประกันภัย,16,4876,15/3/2017,
709,85145794,141,P ประกันภัย,16,5074,31/3/2016,
35,86266625,3818,P ประกันภัย,16,3153,17/6/2017,
697,86266629,234,P ประกันภัย,16,2571,21/5/2016,
2,86266644,1534,P ประกันภัย,16,916,14/5/2015,
138,00002D-2N-15-007412,1631,P ประกันภัย,16,726,9/2/2016,
2,00002D-2N-16-000695,1672,P ประกันภัย,16,1023,24/1/2017,
31,00002D-2N-16-001489,594,P ประกันภัย,16,4547,21/4/2015,
44,00002D-2N-16-003369,2306,P ประกันภัย,16,737,4/3/2018,
1,00002D-2N-16-005679,4397,P ประกันภัย,16,5243,3/6/2018,
138,00002D-2N-16-006041,1631,P ประกันภัย,16,728,11/3/2015,
203,00002D-3N-17-000317,2378,P ประกันภัย,16,1010,3/12/2016,
2,00002D-C2-15-032474,4085,P ประกันภัย,16,729,7/11/2015,
2,00002D-C2-15-052835,413,P ประกันภัย,16,1187,22/10/2016,
709,00002D-C2-15-078843,3496,P ประกันภัย,16,1741,16/8/2017,
2,00002D-C2-15-095231,1033,P ประกันภัย,16,1084,22/7/2015,
710,00002D-C2-15-107267,930,P ประกันภัย,16,1022,18/3/2016,
1,00002D-C2-15-118337,2177,P ประกันภัย,16,1810,30/5/2017,
697,00002D-C2-15-129858,2668,P ประกันภัย,16,1074,19/2/2015,
1,00002D-C2-15-141315,843,P ประกันภัย,16,1858,22/7/2015,
704,00002D-C2-15-165270,1090,P ประกันภัย,16,1627,24/3/2016,
709,00002D-C2-15-184152,762,P ประกันภัย,16,2257,16/8/2017,
697,00002D-C2-15-198625,532,P ประกันภัย,16,1782,6/11/2015,
293,00002D-C2-15-199430,429,P ประกันภัย,16,1182,29/5/2015,
697,00002D-C2-15-200139,4215,P ประกันภัย,16,1747,21/4/2017,
697,00002D-C2-15-207590,1100,P ประกันภัย,16,2246,7/11/2015,
697,00002D-C2-15-213622,2366,P ประกันภัย,16,1178,11/9/2016,
697,00002D-C2-15-222441,1053,P ประกันภัย,16,2432,25/7/2017,
2,00002D-C2-15-226570,3597,P ประกันภัย,16,4822,7/7/2015,
697,00002D-C2-15-226726,983,P ประกันภัย,16,71,27/9/2017,
697,00002D-C2-15-244863,1858,P ประกันภัย,16,823,6/4/2016,
701,00002D-C2-15-245046,2935,P ประกันภัย,16,5195,28/9/2015,
697,00002D-C2-15-246659,3316,P ประกันภัย,16,765,28/7/2016,
697,00002D-C2-15-247110,2055,P ประกันภัย,16,874,24/3/2018,
2,00002D-C2-15-251635,3237,P ประกันภัย,16,2519,11/6/2015,
64,00002D-C2-16-000857,19,P ประกันภัย,16,3466,3/11/2016,
697,00002D-C2-16-002786,4441,P ประกันภัย,16,2806,10/4/2017,
709,00002D-C2-16-007326,3099,P ประกันภัย,16,1094,10/2/2017,
81,00002D-C2-16-007624,3513,P ประกันภัย,16,5161,16/11/2016,
28,00002D-C2-16-009520,3906,P ประกันภัย,16,4587,3/2/2015,
153,00002D-C2-16-010315,2523,P ประกันภัย,16,1684,16/3/2015,
28,00002D-C2-16-010765,3414,P ประกันภัย,16,3463,24/4/2015,
2,00002D-C2-16-011232,1672,P ประกันภัย,16,1043,23/4/2015,
697,00002D-C2-16-013291,513,P ประกันภัย,16,3042,25/5/2015,
622,00002D-C2-16-016945,3400,P ประกันภัย,16,4588,4/3/2018,
2,00002D-C2-16-017473,2983,P ประกันภัย,16,4619,4/3/2015,
709,00002D-C2-16-022171,3496,P ประกันภัย,16,730,12/8/2016,
31,00002D-C2-16-024216,2975,P ประกันภัย,16,936,23/5/2016,
2,00002D-C2-16-025506,3588,P ประกันภัย,16,4649,18/5/2017,
2,00002D-C2-16-025881,1033,P ประกันภัย,16,1093,24/9/2015,
2,00002D-C2-16-032479,385,P ประกันภัย,16,1056,10/8/2015,
622,00002D-C2-16-039432,1808,P ประกันภัย,16,4851,4/5/2016,
709,00002D-C2-16-041575,2075,P ประกันภัย,16,1109,10/1/2016,
56,00002D-C2-16-042423,4013,P ประกันภัย,16,2517,24/6/2015,
56,00002D-C2-16-043054,4013,P ประกันภัย,16,4619,7/7/2016,
697,00002D-C2-16-043056,2444,P ประกันภัย,16,738,29/6/2015,
44,00002D-C2-16-043832,1846,P ประกันภัย,16,5123,6/9/2017,
697,00002D-C2-16-044046,758,P ประกันภัย,16,4572,12/7/2017,
710,00002D-C2-16-055702,3381,P ประกันภัย,16,1747,25/8/2016,
1,00002D-C2-16-063136,3506,P ประกันภัย,16,3039,13/3/2015,
56,00002D-C2-16-078126,4013,P ประกันภัย,16,4992,6/12/2015,
81,00002D-C2-16-079820,3154,P ประกันภัย,16,4841,16/5/2015,
2,00002D-C2-16-102676,2211,P ประกันภัย,16,23,12/12/2017,
81,00002D-C2-16-104451,2424,P ประกันภัย,16,184,20/4/2016,
642,00002D-C2-16-110229,3429,P ประกันภัย,16,5192,18/8/2016,
2,00002D-C2-16-122156,2253,P ประกันภัย,16,3475,4/12/2016,
701,00002D-C2-17-000025,2120,P ประกันภัย,16,4965,26/5/2016,
2,00002D-C2-17-001014,226,P ประกันภัย,16,980,18/5/2015,
203,00002D-C2-17-016127,2378,P ประกันภัย,16,1021,29/11/2017,
622,00002D-C2-17-022759,3400,P ประกันภัย,16,4589,6/7/2016,
2,00002D-C2-17-034559,1960,P ประกันภัย,16,4674,22/11/2015,
153,00002D-C2-17-060523,1587,P ประกันภัย,16,5161,2/9/2016,
56,00002D-C2-17-080610,4013,P ประกันภัย,16,5135,23/2/2015,
2,00002D-C2-17-107687,251,P ประกันภัย,16,5047,25/1/2016,
2,00002D-C2-17-127508,2211,P ประกันภัย,16,30,17/3/2016,
2,00002D-C2-17-129335,4041,P ประกันภัย,16,4969,13/7/2015,
2,00002D-C2-17-129935,4457,P ประกันภัย,16,2550,7/12/2016,
2,00002D-C2-17-155157,226,P ประกันภัย,16,981,18/5/2015,
149,00002D-C2-18-010010,374,P ประกันภัย,16,4542,8/4/2017,
745,00002D-C2-18-072723,1060,P ประกันภัย,16,1812,26/1/2015,
2,00002D-KP-15-000723,413,P ประกันภัย,16,1186,22/6/2015,
1,00002D-KP-15-001751,843,P ประกันภัย,16,1839,6/6/2015,
2,00002D-KP-16-000293,3928,P ประกันภัย,16,4643,2/3/2015,
2,00002D-MD-16-000275,1577,P ประกันภัย,16,1073,17/5/2015,
2,00002D-MN-16-000469,3685,P ประกันภัย,16,2550,18/4/2015,
642,00002D-MN-16-001456,3429,P ประกันภัย,16,5187,7/3/2015,
149,00002D-MN-17-000114,374,P ประกันภัย,16,4429,9/3/2016,
45,00002D-MN-17-001627,3359,P ประกันภัย,16,4641,7/2/2015,
2,00002D-V1-16-003012,2253,P ประกันภัย,16,3480,30/12/2016,
2,00002D-V1-17-000045,226,P ประกันภัย,16,997,16/6/2015,
1,00002D-V3-15-004595,811,P ประกันภัย,16,2379,11/8/2017,
2,00002D-V3-15-004860,700,P ประกันภัย,16,954,11/8/2016,
2,00002D-V3-15-006148,1244,P ประกันภัย,16,1076,17/7/2015,
68,00002D-V3-15-020672,3957,P ประกันภัย,16,92,15/2/2016,
153,00002D-V3-16-002009,2523,P ประกันภัย,16,1684,24/2/2016,
138,00002D-V3-16-010256,4397,P ประกันภัย,16,4845,27/1/2015,
148,00002D-V3-16-011712,3334,P ประกันภัย,16,4649,14/12/2015,
701,00002D-V3-16-016605,2081,P ประกันภัย,16,185,21/3/2016,
44,00002D-V3-17-002288,685,P ประกันภัย,16,838,20/7/2017,
56,00002D-V3-17-020827,3522,P ประกันภัย,16,106,11/6/2015,
2,00002D-V3-18-001889,3257,P ประกันภัย,16,4971,13/1/2015,
2,00002D-V3-18-009476,545,P ประกันภัย,16,2372,11/11/2015,
12,00002D-VS-16-000960,2284,P ประกันภัย,16,891,13/1/2015,
709,000-AC0215-017593,1539,P ประกันภัย,16,1416,30/12/2015,
709,000-AC0215-029109,958,P ประกันภัย,16,2156,4/6/2016,
709,000-AC0216-017160,1539,P ประกันภัย,16,1436,27/5/2015,
709,000-AC0216-017647,1392,P ประกันภัย,16,1226,27/5/2015,
711,000-AC0216-018944,2792,P ประกันภัย,16,1696,5/6/2016,
702,000-AC0216019193,1532,P ประกันภัย,16,2067,21/6/2016,
709,000-AC0216-019414,958,P ประกันภัย,16,2162,30/4/2015,
709,000-ZC0216-019415,1539,P ประกันภัย,16,1862,30/9/2017,
709,007-A10015-003568,1539,P ประกันภัย,16,1454,22/1/2018,
709,007-A10015-004276,1392,P ประกันภัย,16,1287,23/12/2016,
709,007-A10015-005639,958,P ประกันภัย,16,2180,20/3/2017,
709,007-A10015-005640,1539,P ประกันภัย,16,2061,3/4/2016,
