car_id,car_number,brand,car_province,chassis_number,car_model,car_cc,car_type,car_sit
000112,1กบ8786กท,none,none,none,none,none,none,none
000113,1กบ9561กท,none,none,none,none,none,none,none
000114,1กผ1041กท,none,none,none,none,none,none,none
000115,1กผ5575กท,none,none,none,none,none,none,none
000116,1กผ5884กท,none,none,none,none,none,none,none
000117,1กผ7925กท,none,none,none,none,none,none,none
000118,1กผ8553กท,none,none,none,none,none,none,none
000119,1กพ3448กท,none,none,none,none,none,none,none
000120,1กพ7709กท,none,none,none,none,none,none,none
000121,1กพ9444กท,none,none,none,none,none,none,none
000122,1กภ1500กท,none,none,none,none,none,none,none
000123,1กภ2494กท,none,none,none,none,none,none,none
000124,1กภ3310กท,none,none,none,none,none,none,none
000125,1กภ4730กท,none,none,none,none,none,none,none
000126,1กม2227กท,none,none,none,none,none,none,none
000127,1กม2686กท,none,none,none,none,none,none,none
000128,1กม6973กท,none,none,none,none,none,none,none
000129,1กม7295กท,none,none,none,none,none,none,none
000130,1กม9773กท,none,none,none,none,none,none,none
000131,1กย1489กท,none,none,none,none,none,none,none
000132,1กย1891กท,none,none,none,none,none,none,none
000133,1กย281กท,none,none,none,none,none,none,none
000134,1กย440กท,none,none,none,none,none,none,none
000135,1กย5166กท,none,none,none,none,none,none,none
000136,1กย8489กท,none,none,none,none,none,none,none
000137,1กย981,none,none,none,none,none,none,none
000138,1กร463กท,none,none,none,none,none,none,none
000139,1กร7119กท,none,none,none,none,none,none,none
000140,1กล8742กท,none,none,none,none,none,none,none
000141,1กล964กท,none,none,none,none,none,none,none
000142,1กล99651,none,none,none,none,none,none,none
000143,1กว2918กท,none,none,none,none,none,none,none
000144,1กว3143กท,none,none,none,none,none,none,none
000145,1กว756กท,none,none,none,none,none,none,none
000146,1กศ2447กท,none,none,none,none,none,none,none
000147,1กศ2945กท,none,none,none,none,none,none,none
000148,1กศ5722กท,none,none,none,none,none,none,none
000149,1กศ8851กท,none,none,none,none,none,none,none
000150,1กษ1922กท,none,none,none,none,none,none,none
000151,1กษ2909กท,none,none,none,none,none,none,none
000152,1กษ3768กท,none,none,none,none,none,none,none
000153,1กษ4154กท,none,none,none,none,none,none,none
000154,1กษ4787กท,none,none,none,none,none,none,none
000155,1กษ5654กท,none,none,none,none,none,none,none
000156,1กษ6759กท,none,none,none,none,none,none,none
000157,1กษ6951กท,none,none,none,none,none,none,none
000158,1กส546กท,none,none,none,none,none,none,none
000159,1กส5930กท,none,none,none,none,none,none,none
000160,1กส682กท,none,none,none,none,none,none,none
000161,1กส8852กท,none,none,none,none,none,none,none
000162,1กฬ2153กท,none,none,none,none,none,none,none
000163,1กฬ4242กท,none,none,none,none,none,none,none
000164,1กฬ6548กท,none,none,none,none,none,none,none
000165,1กอ1368กท,none,none,none,none,none,none,none
000166,1กอ3784กท,none,none,none,none,none,none,none
000167,1กอ4467กท,none,none,none,none,none,none,none
000168,1กอ4583กท,none,none,none,none,none,none,none
000169,1กอ698กท,none,none,none,none,none,none,none
000170,1กอ98กท,none,none,none,none,none,none,none
000171,1กฮ3392กท,none,none,none,none,none,none,none
000172,1กฮ4475กท,none,none,none,none,none,none,none
000173,1กฮ8365กท,none,none,none,none,none,none,none
000174,1กฮ9417กท,none,none,none,none,none,none,none
000175,1กฮ9755กท,none,none,none,none,none,none,none
000176,1จ2807กท,none,none,none,none,none,none,none
000177,1จ6115กท,none,none,none,none,none,none,none
000178,1ฉ3968กท,none,none,none,none,none,none,none
000179,1ฌ3430กท,none,none,none,none,none,none,none
000180,1ฌ5808กท,none,none,none,none,none,none,none
000181,1ฌฌ1083กท,none,none,none,none,none,none,none
000182,1ฎ0994กท,none,none,none,none,none,none,none
000183,1ฎ9507กท,none,none,none,none,none,none,none
000184,1ฐ3743กท,none,none,none,none,none,none,none
000185,1ฐ4432กท,none,none,none,none,none,none,none
000186,1ฐ6643กท,none,none,none,none,none,none,none
000187,1ฒก6007กท,none,none,none,none,none,none,none
000188,1ฒก6467กท,none,none,none,none,none,none,none
000189,1ฒก7520กท,none,none,none,none,none,none,none
000190,1ฒก8909กท,none,none,none,none,none,none,none
000191,1ฒข1316กท,none,none,none,none,none,none,none
000192,1ฒข1502กท,none,none,none,none,none,none,none
000193,1ฒข1576กท,none,none,none,none,none,none,none
000194,1ฒข2022กท,none,none,none,none,none,none,none
000195,1ฒข2046กท,none,none,none,none,none,none,none
000196,1ฒข2563กท,none,none,none,none,none,none,none
000197,1ฒข2812กท,none,none,none,none,none,none,none
000198,1ฒข3214กท,none,none,none,none,none,none,none
000199,1ฒข3396กท,none,none,none,none,none,none,none
000200,1ฒข7011กท,none,none,none,none,none,none,none
000201,1ฒข7831กท,none,none,none,none,none,none,none
000202,1ฒค2150กท,none,none,none,none,none,none,none
000203,1ฒค3325กท,none,none,none,none,none,none,none
000204,1ฒค833กท,none,none,none,none,none,none,none
000205,1ฒค9016กท,none,none,none,none,none,none,none
000206,1ฒค907กท,none,none,none,none,none,none,none
000207,1ฒฆ1338กท,none,none,none,none,none,none,none
000208,1ฒฆ4195กท,none,none,none,none,none,none,none
000209,1ฒฆ5217กท,none,none,none,none,none,none,none
000210,1ฒฆ727กท,none,none,none,none,none,none,none
000211,1ฒง3003กท,none,none,none,none,none,none,none
000212,1ฒง4423กท,none,none,none,none,none,none,none
000213,1ฒง4748กท,none,none,none,none,none,none,none
000214,1ฒง7858กท,none,none,none,none,none,none,none
000215,1ฒง8116กท,none,none,none,none,none,none,none
000216,1ฒง8312กท,none,none,none,none,none,none,none
000217,1ฒจ1790กท,none,none,none,none,none,none,none
000218,1ฒจ2907กท,none,none,none,none,none,none,none
000219,1ฒจ297กท,none,none,none,none,none,none,none
000220,1ฒจ3458กท,none,none,none,none,none,none,none
000221,1ฒจ5465กท,none,none,none,none,none,none,none
000222,1ฒจ692กท,none,none,none,none,none,none,none
000223,1ฒจ7896กท,none,none,none,none,none,none,none
000224,1ฒจ826กท,none,none,none,none,none,none,none
000225,1ฒจ9391กท,none,none,none,none,none,none,none
000226,1ฒฉ3437กท,none,none,none,none,none,none,none
000227,1ฒฉ3595กท,none,none,none,none,none,none,none
000228,1ฒฉ6407กท,none,none,none,none,none,none,none
000229,1ฒฉ9945กท,none,none,none,none,none,none,none
000230,1ฒช2385กท,none,none,none,none,none,none,none
000231,1ฒช2713กท,none,none,none,none,none,none,none
000232,1ฒช3278กท,none,none,none,none,none,none,none
000233,1ฒช328กท,none,none,none,none,none,none,none
000234,1ฒช3668กท,none,none,none,none,none,none,none
000235,1ฒช5004กท,none,none,none,none,none,none,none
000236,1ฒช7011กท,none,none,none,none,none,none,none
000237,1ฒช9151กท,none,none,none,none,none,none,none
000238,1ฒช9240กท,none,none,none,none,none,none,none
000239,"1ฒฌ	6476กท",none,none,none,none,none,none,none
000240,1ฒฌ109กท,none,none,none,none,none,none,none
000241,1ฒฌ1575กท,none,none,none,none,none,none,none
000242,1ฒฌ21กท,none,none,none,none,none,none,none
000243,1ฒฌ2562กท,none,none,none,none,none,none,none
000244,1ฒฌ3364กท,none,none,none,none,none,none,none
000245,1ฒฌ4119กท,none,none,none,none,none,none,none
000246,1ฒฌ4727กท,none,none,none,none,none,none,none
000247,1ฒฌ4742กท,none,none,none,none,none,none,none
000248,1ฒฌ5624กท,none,none,none,none,none,none,none
000249,1ฒฌ6476กท,none,none,none,none,none,none,none
000250,1ฒฌ6641กท,none,none,none,none,none,none,none
000251,1ฒฌ9109กท,none,none,none,none,none,none,none
000252,1ฒญ1618กท,none,none,none,none,none,none,none
000253,1ฒญ1655กท,none,none,none,none,none,none,none
000254,1ฒญ301กท,none,none,none,none,none,none,none
000255,1ฒญ5120กท,none,none,none,none,none,none,none
000256,1ฒญ9167กท,none,none,none,none,none,none,none
000257,1ฒญ9303กท,none,none,none,none,none,none,none
000258,1ฒฎ3538กท,none,none,none,none,none,none,none
000259,1ฒฎ394กท,none,none,none,none,none,none,none
000260,1ฒฎ4828กท,none,none,none,none,none,none,none
000261,1ฒฎ6798กท,none,none,none,none,none,none,none
000262,1ฒฎ8903กท,none,none,none,none,none,none,none
000263,1ฒฐ2114กท,none,none,none,none,none,none,none
000264,1ฒฐ3534กท,none,none,none,none,none,none,none
000265,1ฒฐ5641กท,none,none,none,none,none,none,none
000266,1ฒฐ8002กท,none,none,none,none,none,none,none
000267,1ฒฒ2148กท,none,none,none,none,none,none,none
000268,1ฒฒ3126กท,none,none,none,none,none,none,none
000269,1ฒฒ4944กท,none,none,none,none,none,none,none
000270,1ฒฒ76311,none,none,none,none,none,none,none
000271,1ฒฒ9566กท,none,none,none,none,none,none,none
000272,1ฒณ6641กท,none,none,none,none,none,none,none
000273,1ฒณ6845กท,none,none,none,none,none,none,none
000274,1ฒณ7734กท,none,none,none,none,none,none,none
000275,1ฒณ7750กท,none,none,none,none,none,none,none
000276,1ฒณ9903กท,none,none,none,none,none,none,none
000277,1ฒต1348กท,none,none,none,none,none,none,none
000278,1ฒต3612กท,none,none,none,none,none,none,none
000279,1ฒต5321กท,none,none,none,none,none,none,none
000280,1ฒต5967กท,none,none,none,none,none,none,none
000281,1ฒต7890กท,none,none,none,none,none,none,none
000282,1ฒต8345กท,none,none,none,none,none,none,none
000283,1ฒต9423กท,none,none,none,none,none,none,none
000284,1ฒถ2004กท,none,none,none,none,none,none,none
000285,1ฒถ2525กท,none,none,none,none,none,none,none
000286,1ฒถ25321,none,none,none,none,none,none,none
000287,1ฒถ3998กท,none,none,none,none,none,none,none
000288,1ฒท40911,none,none,none,none,none,none,none
000289,1ฒท6904กท,none,none,none,none,none,none,none
000290,1ฒท9377กท,none,none,none,none,none,none,none
000291,1ฒท9482กท,none,none,none,none,none,none,none
000292,1ฒธ2904กท,none,none,none,none,none,none,none
000293,1ฒธ5990กท,none,none,none,none,none,none,none
000294,1ฒธ6173กท,none,none,none,none,none,none,none
000295,1ฒธ6285กท,none,none,none,none,none,none,none
000296,1ฒธ9028กท,none,none,none,none,none,none,none
000297,1ฒน4394กท,none,none,none,none,none,none,none
000298,1ฒน5995กท,none,none,none,none,none,none,none
000299,1ฒน6704กท,none,none,none,none,none,none,none
000300,1ฒน8549กท,none,none,none,none,none,none,none
000301,1ฒน8999กท,none,none,none,none,none,none,none
000302,1ฒบ2029กท,none,none,none,none,none,none,none
000303,1ฒบ4158กท,none,none,none,none,none,none,none
000304,1ฒบ4985กท,none,none,none,none,none,none,none
000305,1ฒบ756กท,none,none,none,none,none,none,none
000306,1ฒบ7891กท,none,none,none,none,none,none,none
000307,1ฒบ8783กท,none,none,none,none,none,none,none
000308,1ฒผ5595กท,none,none,none,none,none,none,none
000309,1ฒผ5995กท,none,none,none,none,none,none,none
000310,1ฒผ6049กท,none,none,none,none,none,none,none
000311,1ฒผ8526กท,none,none,none,none,none,none,none
000312,1ฒพ6143กท,none,none,none,none,none,none,none
000313,1ฒพ6471กท,none,none,none,none,none,none,none
000314,1ฒพ685กท,none,none,none,none,none,none,none
000315,1ฒพ9066กท,none,none,none,none,none,none,none
000316,1ฒภ27กท,none,none,none,none,none,none,none
000317,1ฒภ7446กท,none,none,none,none,none,none,none
000318,1ฒม2180กท,none,none,none,none,none,none,none
000319,1ฒม2875กท,none,none,none,none,none,none,none
000320,1ฒม3361กท,none,none,none,none,none,none,none
000321,1ฒย2015กท,none,none,none,none,none,none,none
000322,1ฒย3072กท,none,none,none,none,none,none,none
000323,1ฒย3668กท,none,none,none,none,none,none,none
000324,1ฒย3763กท,none,none,none,none,none,none,none
000325,1ฒย4556กท,none,none,none,none,none,none,none
000326,1ฒย9033กท,none,none,none,none,none,none,none
000327,1ฒร2423กท,none,none,none,none,none,none,none
000328,1ฒร8337กท,none,none,none,none,none,none,none
000329,1ฒร9047กท,none,none,none,none,none,none,none
000330,1ฒร9149กท,none,none,none,none,none,none,none
000331,1ฒว3415กท,none,none,none,none,none,none,none
000332,1ฒษ1177กท,none,none,none,none,none,none,none
000333,1ฒษ651กท,none,none,none,none,none,none,none
000334,1ฒษ9572กท,none,none,none,none,none,none,none
000335,1ฒส9925กท,none,none,none,none,none,none,none
000336,1ฒฬ9056กท,none,none,none,none,none,none,none
000337,1ฒฬ9303กท,none,none,none,none,none,none,none
000338,1ฒอ3646นฐ,none,none,none,none,none,none,none
000339,1ฒอ7753กท,none,none,none,none,none,none,none
000340,1ฒอ7826กท,none,none,none,none,none,none,none
000341,1ฒฮ6205กท,none,none,none,none,none,none,none
000342,1ณ4891กท,none,none,none,none,none,none,none
000343,1ธ2600กท,none,none,none,none,none,none,none
000344,1ธ6261กท,none,none,none,none,none,none,none
000345,1ผ2142กท,none,none,none,none,none,none,none
000346,1ผ5303กท,none,none,none,none,none,none,none
000347,1ภผ7925กท,none,none,none,none,none,none,none
000348,1มก0049กท,none,none,none,none,none,none,none
000349,1มก1438กท,none,none,none,none,none,none,none
000350,1มก3088กท,none,none,none,none,none,none,none
000351,1มก3656กท,none,none,none,none,none,none,none
000352,1มก4977กท,none,none,none,none,none,none,none
000353,1มก6060กท,none,none,none,none,none,none,none
000354,1มก662กท,none,none,none,none,none,none,none
000355,1มก959กท,none,none,none,none,none,none,none
000356,1ว1446กท,none,none,none,none,none,none,none
000357,1ว4302กท,none,none,none,none,none,none,none
000358,1ว7729กท,none,none,none,none,none,none,none
000359,1ว9953กท,none,none,none,none,none,none,none
000360,1ศ3389กท,none,none,none,none,none,none,none
000361,1ศ8997กท,none,none,none,none,none,none,none
000362,1ษ1765กท,none,none,none,none,none,none,none
000363,1ษ6579กท,none,none,none,none,none,none,none
000364,1ษ6776กท,none,none,none,none,none,none,none
000365,1ษ7391กท,none,none,none,none,none,none,none
000366,1ษ9445กท,none,none,none,none,none,none,none
000367,1ห6452กท,none,none,none,none,none,none,none
000368,1ห7866กท,none,none,none,none,none,none,none
000369,1ฬ4721กท,none,none,none,none,none,none,none
000370,1อ6496กท,none,none,none,none,none,none,none
000371,1อ6726กท,none,none,none,none,none,none,none
000372,1อ9188กท,none,none,none,none,none,none,none
000373,1ฮ5029กท,none,none,none,none,none,none,none
000374,2กก4638กท,none,none,none,none,none,none,none
000375,2กก8745กท,none,none,none,none,none,none,none
000376,2กข1528กท,none,none,none,none,none,none,none
000377,2กข4021กท,none,none,none,none,none,none,none
000378,2กข4882กท,none,none,none,none,none,none,none
000379,2กข6715กท,none,none,none,none,none,none,none
000380,2กค1267กท,none,none,none,none,none,none,none
000381,2กค4483กท,none,none,none,none,none,none,none
000382,2กค5542กจ,none,none,none,none,none,none,none
000383,2กค5542กท,none,none,none,none,none,none,none
000384,2กค5655กท,none,none,none,none,none,none,none
000385,2กค7848กท,none,none,none,none,none,none,none
000386,2กค8258กท,none,none,none,none,none,none,none
000387,2กฆ5278กท,none,none,none,none,none,none,none
000388,2กฆ9628กท,none,none,none,none,none,none,none
000389,2กง1357กท,none,none,none,none,none,none,none
000390,2กง1725กท,none,none,none,none,none,none,none
000391,2กง4189กท,none,none,none,none,none,none,none
000392,2กง7632กท,none,none,none,none,none,none,none
000393,2กง8418กท,none,none,none,none,none,none,none
000394,2กง8698กท,none,none,none,none,none,none,none
000395,2กจ6623กท,none,none,none,none,none,none,none
000396,2กจ6657กท,none,none,none,none,none,none,none
000397,2กฉ1248กท,none,none,none,none,none,none,none
000398,2กฉ6596กท,none,none,none,none,none,none,none
000399,2กช1178กท,none,none,none,none,none,none,none
000400,2กช1223กท,none,none,none,none,none,none,none
000401,2กช3366กท,none,none,none,none,none,none,none
000402,2กช4767กท,none,none,none,none,none,none,none
000403,2กช610กท,none,none,none,none,none,none,none
000404,2กช8102กท,none,none,none,none,none,none,none
000405,2กช8543กท,none,none,none,none,none,none,none
000406,2กฌ3298กท,none,none,none,none,none,none,none
000407,2กฌ45641,none,none,none,none,none,none,none
000408,2กฌ4905กท,none,none,none,none,none,none,none
000409,2กฌ5170กท,none,none,none,none,none,none,none
000410,2กฌ6435กท,none,none,none,none,none,none,none
000411,2กฌ7205กท,none,none,none,none,none,none,none
000412,2กฌ8364กท,none,none,none,none,none,none,none
000413,2กฌ8979กท,none,none,none,none,none,none,none
000414,2กฌ9442กท,none,none,none,none,none,none,none
000415,2กฌ9905กท,none,none,none,none,none,none,none
000416,2กญ2485กท,none,none,none,none,none,none,none
000417,2กญ5210กท,none,none,none,none,none,none,none
000418,2กญ6781กท,none,none,none,none,none,none,none
000419,2กฎ14031,none,none,none,none,none,none,none
000420,2กฎ4436กท,none,none,none,none,none,none,none
000421,2กฎ4688กท,none,none,none,none,none,none,none
000422,2กฎ6911กท,none,none,none,none,none,none,none
000423,2กฎ784กท,none,none,none,none,none,none,none
000424,2กฏ4688กท,none,none,none,none,none,none,none
000425,2กฐ6637กท,none,none,none,none,none,none,none
000426,2กฐ8224กท,none,none,none,none,none,none,none
000427,2กฐ876กท,none,none,none,none,none,none,none
000428,2กฐ99001,none,none,none,none,none,none,none
000429,2กฒ3378กท,none,none,none,none,none,none,none
000430,2กฒ745กท,none,none,none,none,none,none,none
000431,2กณ1272กท,none,none,none,none,none,none,none
000432,2กณ3010กท,none,none,none,none,none,none,none
000433,2กณ9070กท,none,none,none,none,none,none,none
000434,2กด12671,none,none,none,none,none,none,none
000435,2กด6893กท,none,none,none,none,none,none,none
000436,2กด9085กท,none,none,none,none,none,none,none
000437,2กต6893กท,none,none,none,none,none,none,none
000438,2กถ1865กท,none,none,none,none,none,none,none
000439,2กถ3910กท,none,none,none,none,none,none,none
000440,2กถ6762กท,none,none,none,none,none,none,none
000441,2กถ8319กท,none,none,none,none,none,none,none
000442,2กท1394กท,none,none,none,none,none,none,none
000443,2กท3863กท,none,none,none,none,none,none,none
000444,2กท4142กท,none,none,none,none,none,none,none
000445,2กท4886กท,none,none,none,none,none,none,none
000446,2กท5860กท,none,none,none,none,none,none,none
000447,2กธ4589กท,none,none,none,none,none,none,none
000448,2กธ8662กท,none,none,none,none,none,none,none
000449,2กน2872กท,none,none,none,none,none,none,none
000450,2กน6469กท,none,none,none,none,none,none,none
000451,2กน7958กท,none,none,none,none,none,none,none
000452,2กน9544กท,none,none,none,none,none,none,none
000453,2กน9820กท,none,none,none,none,none,none,none
000454,2กบ3426กท,none,none,none,none,none,none,none
000455,2กบ6292กท,none,none,none,none,none,none,none
000456,2กบ9180กท,none,none,none,none,none,none,none
000457,2กผ1647กท,none,none,none,none,none,none,none
000458,2กผ4086กท,none,none,none,none,none,none,none
000459,2กผ5442กท,none,none,none,none,none,none,none
000460,2กพ330กท,none,none,none,none,none,none,none
000461,2กพ4836กท,none,none,none,none,none,none,none
000462,2กพ8010กท,none,none,none,none,none,none,none
000463,2กพ8733กท,none,none,none,none,none,none,none
000464,2กพ9241กท,none,none,none,none,none,none,none
000465,2กพ9865กท,none,none,none,none,none,none,none
000466,2กภ302กท,none,none,none,none,none,none,none
000467,2กภ7981กท,none,none,none,none,none,none,none
000468,2กภ9850กท,none,none,none,none,none,none,none
000469,2กม1046กท,none,none,none,none,none,none,none
000470,2กย3184กท,none,none,none,none,none,none,none
000471,2กย5348กท,none,none,none,none,none,none,none
000472,2กย9776กท,none,none,none,none,none,none,none
000473,2กร4486กท,none,none,none,none,none,none,none
000474,2กล1434กท,none,none,none,none,none,none,none
000475,2กล7193กท,none,none,none,none,none,none,none
000476,2กล8693กท,none,none,none,none,none,none,none
000477,2กล9659กท,none,none,none,none,none,none,none
000478,2กว40791,none,none,none,none,none,none,none
000479,2กว80561,none,none,none,none,none,none,none
000480,2กว9060กท,none,none,none,none,none,none,none
000481,2กศ1759กท,none,none,none,none,none,none,none
000482,2กศ3116กท,none,none,none,none,none,none,none
000483,2กศ4665กท,none,none,none,none,none,none,none
000484,2กศ9903กท,none,none,none,none,none,none,none
000485,2กษ2877กท,none,none,none,none,none,none,none
000486,2กษ5643กท,none,none,none,none,none,none,none
000487,2กษ6337กท,none,none,none,none,none,none,none
000488,2กษ8222กท,none,none,none,none,none,none,none
000489,2กส4729กท,none,none,none,none,none,none,none
000490,2กส4729สป,none,none,none,none,none,none,none
000491,2กส6292กท,none,none,none,none,none,none,none
000492,2กฬ2876กท,none,none,none,none,none,none,none
000493,2กฬ4593กท,none,none,none,none,none,none,none
000494,2กฬ6711กท,none,none,none,none,none,none,none
000495,2กฬ7155กท,none,none,none,none,none,none,none
000496,2กอ5231กท,none,none,none,none,none,none,none
000497,2กอ5526กท,none,none,none,none,none,none,none
000498,2กอ7097กท,none,none,none,none,none,none,none
000499,2กฮ2325กท,none,none,none,none,none,none,none
000500,2กฮ4612กท,none,none,none,none,none,none,none
000501,2กฮ825กท,none,none,none,none,none,none,none
000502,2กฮ8331กท,none,none,none,none,none,none,none
000503,2กฮ8959กท,none,none,none,none,none,none,none
000504,2จ1934กท,none,none,none,none,none,none,none
000505,2จ2166กท,none,none,none,none,none,none,none
000506,2ช3654กท,none,none,none,none,none,none,none
000507,2ช7409กท,none,none,none,none,none,none,none
000508,2ช7431กท,none,none,none,none,none,none,none
000509,2ฒข7971กท,none,none,none,none,none,none,none
000510,2ฒค2741กท,none,none,none,none,none,none,none
000511,2ฒค3579กท,none,none,none,none,none,none,none
000512,2ฒฌ3727กท,none,none,none,none,none,none,none
000513,2ฒฌ6557กท,none,none,none,none,none,none,none
000514,2ณ0654กท,none,none,none,none,none,none,none
000515,2ณ3830กท,none,none,none,none,none,none,none
000516,2ณ4887กท,none,none,none,none,none,none,none
000517,2ณ6241กท,none,none,none,none,none,none,none
000518,2ณ9803กท,none,none,none,none,none,none,none
000519,2ป6609กท,none,none,none,none,none,none,none
000520,2ป9140กท,none,none,none,none,none,none,none
000521,2ผ0290กท,none,none,none,none,none,none,none
000522,2ผ2102กท,none,none,none,none,none,none,none
000523,2ฝ2732กท,none,none,none,none,none,none,none
000524,2พ2750กท,none,none,none,none,none,none,none
000525,2พ8415กท,none,none,none,none,none,none,none
000526,2ย9789กท,none,none,none,none,none,none,none
000527,2ร4856กท,none,none,none,none,none,none,none
000528,2ร9037กท,none,none,none,none,none,none,none
000529,2ศ10272กท,none,none,none,none,none,none,none
000530,2ศ5496กท,none,none,none,none,none,none,none
000531,2ศ5874กท,none,none,none,none,none,none,none
000532,2ศ9948กท,none,none,none,none,none,none,none
